CD|pH|Cl|2020,0,13,16,55,3140|2020,0,13,16,55,9.04|2020,0,13,16,55,1.31|2020,0,13,16,55,0|2020,0,13,16,55,0|2020,0,13,16,55,0|2020,0,13,16,55,0|2020,0,13,16,55,0|2020,0,13,16,55,0|2020,0,13,16,55,0|2020,0,13,16,55,0|2020,0,13,16,55,0|2020,0,13,16,55,0|2020,0,13,16,55,0|2020,0,13,16,55,0|2020,0,13,16,55,0|2020,0,13,16,55,0|2020,0,13,16,55,0|2020,0,13,16,55,0000000000|2020,0,13,16,55,0000021746|2020,0,13,16,55,28.3|
CD|pH|Cl|2020,0,13,17,54,3150|2020,0,13,17,54,9.04|2020,0,13,17,54,1.36|2020,0,13,17,54,0|2020,0,13,17,54,0|2020,0,13,17,54,0|2020,0,13,17,54,0|2020,0,13,17,54,0|2020,0,13,17,54,0|2020,0,13,17,54,0|2020,0,13,17,54,0|2020,0,13,17,54,0|2020,0,13,17,54,0|2020,0,13,17,54,0|2020,0,13,17,54,0|2020,0,13,17,54,0|2020,0,13,17,54,0|2020,0,13,17,54,0|2020,0,13,17,54,0000000000|2020,0,13,17,54,0000021746|2020,0,13,17,54,28.4|
CD|pH|Cl|2020,0,13,18,0,3150|2020,0,13,18,0,9.04|2020,0,13,18,0,1.32|2020,0,13,18,0,0|2020,0,13,18,0,0|2020,0,13,18,0,0|2020,0,13,18,0,0|2020,0,13,18,0,0|2020,0,13,18,0,0|2020,0,13,18,0,0|2020,0,13,18,0,0|2020,0,13,18,0,0|2020,0,13,18,0,0|2020,0,13,18,0,0|2020,0,13,18,0,0|2020,0,13,18,0,0|2020,0,13,18,0,0|2020,0,13,18,0,0|2020,0,13,18,0,0000000000|2020,0,13,18,0,0000021746|2020,0,13,18,0,28.3|
CD|pH|Cl|2020,0,13,18,59,3280|2020,0,13,18,59,9.03|2020,0,13,18,59,0.94|2020,0,13,18,59,0|2020,0,13,18,59,0|2020,0,13,18,59,0|2020,0,13,18,59,0|2020,0,13,18,59,0|2020,0,13,18,59,0|2020,0,13,18,59,0|2020,0,13,18,59,0|2020,0,13,18,59,0|2020,0,13,18,59,0|2020,0,13,18,59,0|2020,0,13,18,59,0|2020,0,13,18,59,0|2020,0,13,18,59,0|2020,0,13,18,59,0|2020,0,13,18,59,0000000000|2020,0,13,18,59,0000021746|2020,0,13,18,59,28.4|
CD|pH|Cl|2020,0,13,19,59,3430|2020,0,13,19,59,9.04|2020,0,13,19,59,1.17|2020,0,13,19,59,0|2020,0,13,19,59,0|2020,0,13,19,59,0|2020,0,13,19,59,0|2020,0,13,19,59,0|2020,0,13,19,59,0|2020,0,13,19,59,0|2020,0,13,19,59,0|2020,0,13,19,59,0|2020,0,13,19,59,0|2020,0,13,19,59,0|2020,0,13,19,59,0|2020,0,13,19,59,0|2020,0,13,19,59,0|2020,0,13,19,59,0|2020,0,13,19,59,0000000000|2020,0,13,19,59,0000021746|2020,0,13,19,59,28.3|
CD|pH|Cl|2020,0,13,20,59,3150|2020,0,13,20,59,9.09|2020,0,13,20,59,3.15|2020,0,13,20,59,0|2020,0,13,20,59,0|2020,0,13,20,59,0|2020,0,13,20,59,0|2020,0,13,20,59,0|2020,0,13,20,59,0|2020,0,13,20,59,0|2020,0,13,20,59,0|2020,0,13,20,59,0|2020,0,13,20,59,0|2020,0,13,20,59,0|2020,0,13,20,59,0|2020,0,13,20,59,0|2020,0,13,20,59,0|2020,0,13,20,59,0|2020,0,13,20,59,0000000000|2020,0,13,20,59,0000023119|2020,0,13,20,59,28.4|
CD|pH|Cl|2020,0,13,21,59,2960|2020,0,13,21,59,9.04|2020,0,13,21,59,1.89|2020,0,13,21,59,0|2020,0,13,21,59,0|2020,0,13,21,59,0|2020,0,13,21,59,0|2020,0,13,21,59,0|2020,0,13,21,59,0|2020,0,13,21,59,0|2020,0,13,21,59,0|2020,0,13,21,59,0|2020,0,13,21,59,0|2020,0,13,21,59,0|2020,0,13,21,59,0|2020,0,13,21,59,0|2020,0,13,21,59,0|2020,0,13,21,59,0|2020,0,13,21,59,0000000000|2020,0,13,21,59,0000023119|2020,0,13,21,59,28.4|
CD|pH|Cl|2020,0,13,22,59,3020|2020,0,13,22,59,9.04|2020,0,13,22,59,1.31|2020,0,13,22,59,0|2020,0,13,22,59,0|2020,0,13,22,59,0|2020,0,13,22,59,0|2020,0,13,22,59,0|2020,0,13,22,59,0|2020,0,13,22,59,0|2020,0,13,22,59,0|2020,0,13,22,59,0|2020,0,13,22,59,0|2020,0,13,22,59,0|2020,0,13,22,59,0|2020,0,13,22,59,0|2020,0,13,22,59,0|2020,0,13,22,59,0|2020,0,13,22,59,0000000000|2020,0,13,22,59,0000023119|2020,0,13,22,59,28.5|
CD|pH|Cl|2020,0,13,23,58,3210|2020,0,13,23,58,9.03|2020,0,13,23,58,0.86|2020,0,13,23,58,0|2020,0,13,23,58,0|2020,0,13,23,58,0|2020,0,13,23,58,0|2020,0,13,23,58,0|2020,0,13,23,58,0|2020,0,13,23,58,0|2020,0,13,23,58,0|2020,0,13,23,58,0|2020,0,13,23,58,0|2020,0,13,23,58,0|2020,0,13,23,58,0|2020,0,13,23,58,0|2020,0,13,23,58,0|2020,0,13,23,58,0|2020,0,13,23,58,0000000000|2020,0,13,23,58,0000023119|2020,0,13,23,58,28.3|
CD|pH|Cl|2020,0,14,0,58,3250|2020,0,14,0,58,9.03|2020,0,14,0,58,1.43|2020,0,14,0,58,0|2020,0,14,0,58,0|2020,0,14,0,58,0|2020,0,14,0,58,0|2020,0,14,0,58,0|2020,0,14,0,58,0|2020,0,14,0,58,0|2020,0,14,0,58,0|2020,0,14,0,58,0|2020,0,14,0,58,0|2020,0,14,0,58,0|2020,0,14,0,58,0|2020,0,14,0,58,0|2020,0,14,0,58,0|2020,0,14,0,58,0|2020,0,14,0,58,0000000000|2020,0,14,0,58,0000023119|2020,0,14,0,58,28.2|
CD|pH|Cl|2020,0,14,1,58,3410|2020,0,14,1,58,9.04|2020,0,14,1,58,1.27|2020,0,14,1,58,0|2020,0,14,1,58,0|2020,0,14,1,58,0|2020,0,14,1,58,0|2020,0,14,1,58,0|2020,0,14,1,58,0|2020,0,14,1,58,0|2020,0,14,1,58,0|2020,0,14,1,58,0|2020,0,14,1,58,0|2020,0,14,1,58,0|2020,0,14,1,58,0|2020,0,14,1,58,0|2020,0,14,1,58,0|2020,0,14,1,58,0|2020,0,14,1,58,0000000000|2020,0,14,1,58,0000023119|2020,0,14,1,58,28.2|
CD|pH|Cl|2020,0,14,2,58,3290|2020,0,14,2,58,9.17|2020,0,14,2,58,1.03|2020,0,14,2,58,0|2020,0,14,2,58,0|2020,0,14,2,58,0|2020,0,14,2,58,0|2020,0,14,2,58,0|2020,0,14,2,58,0|2020,0,14,2,58,0|2020,0,14,2,58,0|2020,0,14,2,58,0|2020,0,14,2,58,0|2020,0,14,2,58,0|2020,0,14,2,58,0|2020,0,14,2,58,0|2020,0,14,2,58,0|2020,0,14,2,58,0|2020,0,14,2,58,0000000000|2020,0,14,2,58,0000024276|2020,0,14,2,58,28.2|
CD|pH|Cl|2020,0,14,3,57,2890|2020,0,14,3,57,9.04|2020,0,14,3,57,1.94|2020,0,14,3,57,0|2020,0,14,3,57,0|2020,0,14,3,57,0|2020,0,14,3,57,0|2020,0,14,3,57,0|2020,0,14,3,57,0|2020,0,14,3,57,0|2020,0,14,3,57,0|2020,0,14,3,57,0|2020,0,14,3,57,0|2020,0,14,3,57,0|2020,0,14,3,57,0|2020,0,14,3,57,0|2020,0,14,3,57,0|2020,0,14,3,57,0|2020,0,14,3,57,0000000000|2020,0,14,3,57,0000024537|2020,0,14,3,57,28.4|
CD|pH|Cl|2020,0,14,4,57,2970|2020,0,14,4,57,9.03|2020,0,14,4,57,1.46|2020,0,14,4,57,0|2020,0,14,4,57,0|2020,0,14,4,57,0|2020,0,14,4,57,0|2020,0,14,4,57,0|2020,0,14,4,57,0|2020,0,14,4,57,0|2020,0,14,4,57,0|2020,0,14,4,57,0|2020,0,14,4,57,0|2020,0,14,4,57,0|2020,0,14,4,57,0|2020,0,14,4,57,0|2020,0,14,4,57,0|2020,0,14,4,57,0|2020,0,14,4,57,0000000000|2020,0,14,4,57,0000024537|2020,0,14,4,57,28.3|
CD|pH|Cl|2020,0,14,5,57,3060|2020,0,14,5,57,9.04|2020,0,14,5,57,1.12|2020,0,14,5,57,0|2020,0,14,5,57,0|2020,0,14,5,57,0|2020,0,14,5,57,0|2020,0,14,5,57,0|2020,0,14,5,57,0|2020,0,14,5,57,0|2020,0,14,5,57,0|2020,0,14,5,57,0|2020,0,14,5,57,0|2020,0,14,5,57,0|2020,0,14,5,57,0|2020,0,14,5,57,0|2020,0,14,5,57,0|2020,0,14,5,57,0|2020,0,14,5,57,0000000000|2020,0,14,5,57,0000024537|2020,0,14,5,57,28.5|
CD|pH|Cl|2020,0,14,6,57,3200|2020,0,14,6,57,9.03|2020,0,14,6,57,1.22|2020,0,14,6,57,0|2020,0,14,6,57,0|2020,0,14,6,57,0|2020,0,14,6,57,0|2020,0,14,6,57,0|2020,0,14,6,57,0|2020,0,14,6,57,0|2020,0,14,6,57,0|2020,0,14,6,57,0|2020,0,14,6,57,0|2020,0,14,6,57,0|2020,0,14,6,57,0|2020,0,14,6,57,0|2020,0,14,6,57,0|2020,0,14,6,57,0|2020,0,14,6,57,0000000000|2020,0,14,6,57,0000024537|2020,0,14,6,57,28.6|
CD|pH|Cl|2020,0,14,7,57,3380|2020,0,14,7,57,9.04|2020,0,14,7,57,1.34|2020,0,14,7,57,0|2020,0,14,7,57,0|2020,0,14,7,57,0|2020,0,14,7,57,0|2020,0,14,7,57,0|2020,0,14,7,57,0|2020,0,14,7,57,0|2020,0,14,7,57,0|2020,0,14,7,57,0|2020,0,14,7,57,0|2020,0,14,7,57,0|2020,0,14,7,57,0|2020,0,14,7,57,0|2020,0,14,7,57,0|2020,0,14,7,57,0|2020,0,14,7,57,0000000000|2020,0,14,7,57,0000024537|2020,0,14,7,57,28.2|
CD|pH|Cl|2020,0,14,8,56,3490|2020,0,14,8,56,9.09|2020,0,14,8,56,1.32|2020,0,14,8,56,0|2020,0,14,8,56,0|2020,0,14,8,56,0|2020,0,14,8,56,0|2020,0,14,8,56,0|2020,0,14,8,56,0|2020,0,14,8,56,0|2020,0,14,8,56,0|2020,0,14,8,56,0|2020,0,14,8,56,0|2020,0,14,8,56,0|2020,0,14,8,56,0|2020,0,14,8,56,0|2020,0,14,8,56,0|2020,0,14,8,56,0|2020,0,14,8,56,0000000000|2020,0,14,8,56,0000024787|2020,0,14,8,56,28.5|
CD|pH|Cl|2020,0,14,9,56,2890|2020,0,14,9,56,9.04|2020,0,14,9,56,0.83|2020,0,14,9,56,0|2020,0,14,9,56,0|2020,0,14,9,56,0|2020,0,14,9,56,0|2020,0,14,9,56,0|2020,0,14,9,56,0|2020,0,14,9,56,0|2020,0,14,9,56,0|2020,0,14,9,56,0|2020,0,14,9,56,0|2020,0,14,9,56,0|2020,0,14,9,56,0|2020,0,14,9,56,0|2020,0,14,9,56,0|2020,0,14,9,56,0|2020,0,14,9,56,0000000000|2020,0,14,9,56,0000025907|2020,0,14,9,56,28.3|
CD|pH|Cl|2020,0,14,10,56,2830|2020,0,14,10,56,9.03|2020,0,14,10,56,1.09|2020,0,14,10,56,0|2020,0,14,10,56,0|2020,0,14,10,56,0|2020,0,14,10,56,0|2020,0,14,10,56,0|2020,0,14,10,56,0|2020,0,14,10,56,0|2020,0,14,10,56,0|2020,0,14,10,56,0|2020,0,14,10,56,0|2020,0,14,10,56,0|2020,0,14,10,56,0|2020,0,14,10,56,0|2020,0,14,10,56,0|2020,0,14,10,56,0|2020,0,14,10,56,0000000000|2020,0,14,10,56,0000025907|2020,0,14,10,56,28.3|
CD|pH|Cl|2020,0,14,11,56,2980|2020,0,14,11,56,9.03|2020,0,14,11,56,1.4|2020,0,14,11,56,0|2020,0,14,11,56,0|2020,0,14,11,56,0|2020,0,14,11,56,0|2020,0,14,11,56,0|2020,0,14,11,56,0|2020,0,14,11,56,0|2020,0,14,11,56,0|2020,0,14,11,56,0|2020,0,14,11,56,0|2020,0,14,11,56,0|2020,0,14,11,56,0|2020,0,14,11,56,0|2020,0,14,11,56,0|2020,0,14,11,56,0|2020,0,14,11,56,0000000000|2020,0,14,11,56,0000025907|2020,0,14,11,56,28.2|
CD|pH|Cl|2020,0,14,12,56,3150|2020,0,14,12,56,9.04|2020,0,14,12,56,1.3|2020,0,14,12,56,0|2020,0,14,12,56,0|2020,0,14,12,56,0|2020,0,14,12,56,0|2020,0,14,12,56,0|2020,0,14,12,56,0|2020,0,14,12,56,0|2020,0,14,12,56,0|2020,0,14,12,56,0|2020,0,14,12,56,0|2020,0,14,12,56,0|2020,0,14,12,56,0|2020,0,14,12,56,0|2020,0,14,12,56,0|2020,0,14,12,56,0|2020,0,14,12,56,0000000000|2020,0,14,12,56,0000025907|2020,0,14,12,56,28.6|
CD|pH|Cl|2020,0,14,13,55,3220|2020,0,14,13,55,9.04|2020,0,14,13,55,1.43|2020,0,14,13,55,0|2020,0,14,13,55,0|2020,0,14,13,55,0|2020,0,14,13,55,0|2020,0,14,13,55,0|2020,0,14,13,55,0|2020,0,14,13,55,0|2020,0,14,13,55,0|2020,0,14,13,55,0|2020,0,14,13,55,0|2020,0,14,13,55,0|2020,0,14,13,55,0|2020,0,14,13,55,0|2020,0,14,13,55,0|2020,0,14,13,55,0|2020,0,14,13,55,0000000000|2020,0,14,13,55,0000025907|2020,0,14,13,55,28.5|
CD|pH|Cl|2020,0,14,14,55,3110|2020,0,14,14,55,9.04|2020,0,14,14,55,1.22|2020,0,14,14,55,0|2020,0,14,14,55,0|2020,0,14,14,55,0|2020,0,14,14,55,0|2020,0,14,14,55,0|2020,0,14,14,55,0|2020,0,14,14,55,0|2020,0,14,14,55,0|2020,0,14,14,55,0|2020,0,14,14,55,0|2020,0,14,14,55,0|2020,0,14,14,55,0|2020,0,14,14,55,0|2020,0,14,14,55,0|2020,0,14,14,55,0|2020,0,14,14,55,0000000000|2020,0,14,14,55,0000026675|2020,0,14,14,55,28.5|
CD|pH|Cl|2020,0,14,15,55,3030|2020,0,14,15,55,9.05|2020,0,14,15,55,1.49|2020,0,14,15,55,0|2020,0,14,15,55,0|2020,0,14,15,55,0|2020,0,14,15,55,0|2020,0,14,15,55,0|2020,0,14,15,55,0|2020,0,14,15,55,0|2020,0,14,15,55,0|2020,0,14,15,55,0|2020,0,14,15,55,0|2020,0,14,15,55,0|2020,0,14,15,55,0|2020,0,14,15,55,0|2020,0,14,15,55,0|2020,0,14,15,55,0|2020,0,14,15,55,0000000000|2020,0,14,15,55,0000026675|2020,0,14,15,55,28.5|
CD|pH|Cl|2020,0,14,16,55,3140|2020,0,14,16,55,9.04|2020,0,14,16,55,1.43|2020,0,14,16,55,0|2020,0,14,16,55,0|2020,0,14,16,55,0|2020,0,14,16,55,0|2020,0,14,16,55,0|2020,0,14,16,55,0|2020,0,14,16,55,0|2020,0,14,16,55,0|2020,0,14,16,55,0|2020,0,14,16,55,0|2020,0,14,16,55,0|2020,0,14,16,55,0|2020,0,14,16,55,0|2020,0,14,16,55,0|2020,0,14,16,55,0|2020,0,14,16,55,0000000000|2020,0,14,16,55,0000026675|2020,0,14,16,55,28.4|
CD|pH|Cl|2020,0,14,17,54,3370|2020,0,14,17,54,9.04|2020,0,14,17,54,1.09|2020,0,14,17,54,0|2020,0,14,17,54,0|2020,0,14,17,54,0|2020,0,14,17,54,0|2020,0,14,17,54,0|2020,0,14,17,54,0|2020,0,14,17,54,0|2020,0,14,17,54,0|2020,0,14,17,54,0|2020,0,14,17,54,0|2020,0,14,17,54,0|2020,0,14,17,54,0|2020,0,14,17,54,0|2020,0,14,17,54,0|2020,0,14,17,54,0|2020,0,14,17,54,0000000000|2020,0,14,17,54,0000026675|2020,0,14,17,54,28.3|
CD|pH|Cl|2020,0,14,18,0,3390|2020,0,14,18,0,9.04|2020,0,14,18,0,1.01|2020,0,14,18,0,0|2020,0,14,18,0,0|2020,0,14,18,0,0|2020,0,14,18,0,0|2020,0,14,18,0,0|2020,0,14,18,0,0|2020,0,14,18,0,0|2020,0,14,18,0,0|2020,0,14,18,0,0|2020,0,14,18,0,0|2020,0,14,18,0,0|2020,0,14,18,0,0|2020,0,14,18,0,0|2020,0,14,18,0,0|2020,0,14,18,0,0|2020,0,14,18,0,0000000000|2020,0,14,18,0,0000026675|2020,0,14,18,0,28.4|
CD|pH|Cl|2020,0,14,18,59,3420|2020,0,14,18,59,9.04|2020,0,14,18,59,1.53|2020,0,14,18,59,0|2020,0,14,18,59,0|2020,0,14,18,59,0|2020,0,14,18,59,0|2020,0,14,18,59,0|2020,0,14,18,59,0|2020,0,14,18,59,0|2020,0,14,18,59,0|2020,0,14,18,59,0|2020,0,14,18,59,0|2020,0,14,18,59,0|2020,0,14,18,59,0|2020,0,14,18,59,0|2020,0,14,18,59,0|2020,0,14,18,59,0|2020,0,14,18,59,0000000000|2020,0,14,18,59,0000026675|2020,0,14,18,59,28.4|
CD|pH|Cl|2020,0,14,19,59,3190|2020,0,14,19,59,9.17|2020,0,14,19,59,0.71|2020,0,14,19,59,0|2020,0,14,19,59,0|2020,0,14,19,59,0|2020,0,14,19,59,0|2020,0,14,19,59,0|2020,0,14,19,59,0|2020,0,14,19,59,0|2020,0,14,19,59,0|2020,0,14,19,59,0|2020,0,14,19,59,0|2020,0,14,19,59,0|2020,0,14,19,59,0|2020,0,14,19,59,0|2020,0,14,19,59,0|2020,0,14,19,59,0|2020,0,14,19,59,0000000000|2020,0,14,19,59,0000028063|2020,0,14,19,59,28.5|
CD|pH|Cl|2020,0,14,20,59,2860|2020,0,14,20,59,9.04|2020,0,14,20,59,1.77|2020,0,14,20,59,0|2020,0,14,20,59,0|2020,0,14,20,59,0|2020,0,14,20,59,0|2020,0,14,20,59,0|2020,0,14,20,59,0|2020,0,14,20,59,0|2020,0,14,20,59,0|2020,0,14,20,59,0|2020,0,14,20,59,0|2020,0,14,20,59,0|2020,0,14,20,59,0|2020,0,14,20,59,0|2020,0,14,20,59,0|2020,0,14,20,59,0|2020,0,14,20,59,0000000000|2020,0,14,20,59,0000028076|2020,0,14,20,59,28.4|
CD|pH|Cl|2020,0,14,21,59,3050|2020,0,14,21,59,9.03|2020,0,14,21,59,1.22|2020,0,14,21,59,0|2020,0,14,21,59,0|2020,0,14,21,59,0|2020,0,14,21,59,0|2020,0,14,21,59,0|2020,0,14,21,59,0|2020,0,14,21,59,0|2020,0,14,21,59,0|2020,0,14,21,59,0|2020,0,14,21,59,0|2020,0,14,21,59,0|2020,0,14,21,59,0|2020,0,14,21,59,0|2020,0,14,21,59,0|2020,0,14,21,59,0|2020,0,14,21,59,0000000000|2020,0,14,21,59,0000028076|2020,0,14,21,59,28.2|
CD|pH|Cl|2020,0,14,22,59,3130|2020,0,14,22,59,9.03|2020,0,14,22,59,1.27|2020,0,14,22,59,0|2020,0,14,22,59,0|2020,0,14,22,59,0|2020,0,14,22,59,0|2020,0,14,22,59,0|2020,0,14,22,59,0|2020,0,14,22,59,0|2020,0,14,22,59,0|2020,0,14,22,59,0|2020,0,14,22,59,0|2020,0,14,22,59,0|2020,0,14,22,59,0|2020,0,14,22,59,0|2020,0,14,22,59,0|2020,0,14,22,59,0|2020,0,14,22,59,0000000000|2020,0,14,22,59,0000028076|2020,0,14,22,59,28.3|
CD|pH|Cl|2020,0,14,23,58,3270|2020,0,14,23,58,9.04|2020,0,14,23,58,1.21|2020,0,14,23,58,0|2020,0,14,23,58,0|2020,0,14,23,58,0|2020,0,14,23,58,0|2020,0,14,23,58,0|2020,0,14,23,58,0|2020,0,14,23,58,0|2020,0,14,23,58,0|2020,0,14,23,58,0|2020,0,14,23,58,0|2020,0,14,23,58,0|2020,0,14,23,58,0|2020,0,14,23,58,0|2020,0,14,23,58,0|2020,0,14,23,58,0|2020,0,14,23,58,0000000000|2020,0,14,23,58,0000028076|2020,0,14,23,58,28.2|
CD|pH|Cl|2020,0,15,0,58,3370|2020,0,15,0,58,9.04|2020,0,15,0,58,1.03|2020,0,15,0,58,0|2020,0,15,0,58,0|2020,0,15,0,58,0|2020,0,15,0,58,0|2020,0,15,0,58,0|2020,0,15,0,58,0|2020,0,15,0,58,0|2020,0,15,0,58,0|2020,0,15,0,58,0|2020,0,15,0,58,0|2020,0,15,0,58,0|2020,0,15,0,58,0|2020,0,15,0,58,0|2020,0,15,0,58,0|2020,0,15,0,58,0|2020,0,15,0,58,0000000000|2020,0,15,0,58,0000028076|2020,0,15,0,58,28.5|
CD|pH|Cl|2020,0,15,1,58,3470|2020,0,15,1,58,9.04|2020,0,15,1,58,1.09|2020,0,15,1,58,0|2020,0,15,1,58,0|2020,0,15,1,58,0|2020,0,15,1,58,0|2020,0,15,1,58,0|2020,0,15,1,58,0|2020,0,15,1,58,0|2020,0,15,1,58,0|2020,0,15,1,58,0|2020,0,15,1,58,0|2020,0,15,1,58,0|2020,0,15,1,58,0|2020,0,15,1,58,0|2020,0,15,1,58,0|2020,0,15,1,58,0|2020,0,15,1,58,0000000000|2020,0,15,1,58,0000028076|2020,0,15,1,58,28.7|
CD|pH|Cl|2020,0,15,2,58,3050|2020,0,15,2,58,9.01|2020,0,15,2,58,4.92|2020,0,15,2,58,0|2020,0,15,2,58,0|2020,0,15,2,58,0|2020,0,15,2,58,0|2020,0,15,2,58,0|2020,0,15,2,58,0|2020,0,15,2,58,0|2020,0,15,2,58,0|2020,0,15,2,58,0|2020,0,15,2,58,0|2020,0,15,2,58,0|2020,0,15,2,58,0|2020,0,15,2,58,0|2020,0,15,2,58,0|2020,0,15,2,58,0|2020,0,15,2,58,0000000000|2020,0,15,2,58,0000029531|2020,0,15,2,58,28.9|
